X,Y,Z
-344.059,1.29593,-138.514
-342.745,0.492975,-139.191
-338.399,0.060416,-142.434
-341.861,2.93714,-153.363
-340.236,2.33113,-157.978
-330.014,-4.59951,-148.685
-321.419,-7.86959,-142.874
-332.813,-4.13585,-171.84
-332.3,-4.31756,-184.574
-317.914,-10.9164,-163.314
-314.567,-12.0126,-163.815
-347.056,0.968414,-103.362
-345.654,0.865445,-106.361
-344.511,-0.0179994,-111.381
-345.256,-0.372116,-116.777
-350.847,0.452875,-120.413
-350.873,-1.13486,-124.841
-331.355,-6.50013,-126.214
-345.934,-2.17537,-131.159
-345.302,-0.0610837,-134.984
-342.893,-1.51881,-142.09
-340.433,-2.29926,-144.034
-338.825,-1.92963,-148.064
-336.866,-3.91148,-149.392
-337.525,-3.27292,-161.63
-329.911,-6.70596,-155.251
-324.644,-9.47685,-159.341
-317.254,-11.881,-149.672
-323.433,-8.95683,-174.72
-351.069,-5.57055,-100.88
-357.19,-1.62401,-102.984
-346.614,-4.64839,-110.497
-348.351,-3.01553,-124.698
-331.298,-9.53479,-125.659
-346.673,-3.78115,-132.04
-326.66,-10.9716,-129.39
-351.097,-6.01559,-143.353
-336.669,-7.31283,-145.038
-333.256,-8.30358,-149.865
-330.692,-8.35106,-152.183
-327.725,-10.1248,-149.745
-323.329,-11.1911,-153.355
-323.809,-11.2752,-162.008
-318.973,-12.0139,-160.352
-310.11,-14.7961,-157.953
-332.485,-11.6826,-103.543
-353.674,-6.09981,-93.681
-348.649,-8.2586,-101.84
-347.081,-9.40277,-106.862
-345.578,-10.966,-111.104
-348.955,-7.36861,-125.901
-340.281,-10.8822,-127.022
-340.835,-11.206,-131.091
-355.428,-6.82973,-138.135
-334.376,-9.9813,-144.214
-328.935,-11.7845,-144.197
-330.877,-12.187,-149.022
-330.35,-12.2127,-157.925
-328.98,-12.9061,-157.71
-322.048,-13.4879,-153.644
-322.881,-12.5336,-170.566
-314.82,-14.0114,-153.34
-346.89,-14.6185,-93.7014
-354.334,-14.8887,-101.429
-358.476,-14.2789,-104.513
-344.538,-12.7756,-115.315
-339.132,-12.7327,-122.623
-331.029,-13.5444,-125.833
-352.397,-10.7325,-133.094
-334.031,-13.9931,-131.806
-339.793,-14.508,-138.159
-321.949,-15.0895,-131.432
-327.123,-13.3844,-137.132
-330.708,-13.5956,-146.344
-330.497,-13.5344,-149.336
-330.222,-12.9742,-153.077
-320.37,-14.3742,-146.445
-324.059,-14.4973,-159.984
-312.215,-15.1116,-161.863
-342.182,-20.777,-41.7008
-346.217,-22.981,-44.4583
-349.233,-22.1192,-50.1718
-358.65,-21.8153,-55.1156
-342.679,-19.753,-73.7885
-343.921,-20.7653,-75.8938
-348.338,-22.2144,-83.0102
-338.963,-25.6481,-40.9449
-350.272,-25.3928,-38.4586
-337.174,-24.4845,-51.8511
-345.849,-27.8717,-56.2222
-340.586,-24.1314,-59.5884
-350.551,-27.1367,-64.8632
-341.25,-25.5738,-67.8257
-347.613,-26.2118,-84.1015
-342.735,-24.511,-82.9914
-344.89,-28.9966,-35.7513
-353.066,-30.4124,-34.5141
-341.908,-30.8067,-47.9926
-338.071,-28.3497,-53.38
-341.646,-27.1719,-57.4568
-343.074,-29.6013,-61.3767
-343.747,-28.8207,-65.4695
-323.138,-24.3032,-68.5003
-343.073,-27.9229,-77.8956
-343.153,-28.6129,-80.2825
-345.809,-32.2853,-88.7762
-342.506,-34.4673,-38.4844
-340.607,-33.8176,-43.5033
-342.65,-31.9744,-58.2486
-343.393,-33.0514,-58.7339
-342.984,-35.2773,-69.9288
-340.295,-30.6385,-70.9244
-332.896,-29.2774,-73.4861
-347.446,-33.6261,-85.2274
-328.872,-28.6883,-77.8828
-343.703,-35.6541,-92.8685
-337.012,-35.3523,-39.2011
-340.889,-39.2067,-39.3991
-340.488,-34.9155,-52.2892
-341.852,-37.6298,-59.1298
-339.987,-38.1645,-65.5097
-342.608,-36.4282,-67.5007
-342.581,-39.3706,-83.1593
-336.112,-35.7904,-85.4324
-334.259,-35.1603,-86.5659
-327.089,-29.5239,-84.1401
-344.565,-41.7344,-41.4239
-334.702,-37.3793,-62.8745
-338.925,-41.4887,-66.8083
-325.603,-30.8913,-74.3821
-326.187,-33.2314,-79.1555
-338.583,-41.7046,-92.8488
-332.645,-41.2449,-40.1264
-337.59,-43.474,-40.2091
-339.859,-43.9359,-45.866
-333.082,-40.4521,-52.4418
-334.773,-41.1873,-60.2431
-330.939,-40.0315,-69.1643
-336.291,-45.9868,-79.2336
-340.424,-45.1264,-91.9947
-329.652,-38.4762,-89.382
-328.23,-36.9138,-91.9589
-333.596,-46.3328,-42.9807
-326.135,-39.4558,-51.0836
-334.539,-45.6029,-50.9119
-327.163,-40.2706,-59.3139
-338.235,-47.9736,-61.4984
-336.942,-48.7749,-75.6695
-334.395,-49.827,-80.7014
-335.943,-47.7714,-84.7221
-328.387,-40.4927,-93.4998
